,ReportedOrigin,Population,Neighbourhood#
29581,Americas,520,133
29582,Brazil,10,133
29583,Colombia,10,133
29584,El_Salvador,10,133
29585,Guyana,190,133
29586,Haiti,0,133
29587,Jamaica,70,133
29588,Mexico,0,133
29589,Peru,0,133
29590,Trinidad_and_Tobago,105,133
29591,United_States,40,133
29592,Other_places_of_birth_in_Americas,95,133
29593,Europe,720,133
29594,Bosnia_and_Herzegovina,0,133
29595,Croatia,0,133
29596,France,10,133
29597,Germany,45,133
29598,Greece,15,133
29599,Hungary,15,133
29600,Ireland,25,133
29601,Italy,25,133
29602,Netherlands,15,133
29603,Poland,100,133
29604,Portugal,15,133
29605,Romania,70,133
29606,Russian_Federation,55,133
29607,Serbia,45,133
29608,Ukraine,10,133
29609,United_Kingdom,205,133
29610,Other_places_of_birth_in_Europe,70,133
29611,Africa,150,133
29612,Algeria,0,133
29613,Egypt,10,133
29614,Ethiopia,40,133
29615,Kenya,25,133
29616,Morocco,0,133
29617,Nigeria,10,133
29618,Somalia,10,133
29619,South_Africa_Republic_of,10,133
29620,Other_places_of_birth_in_Africa,45,133
29621,Asia,1755,133
29622,Afghanistan,20,133
29623,Bangladesh,190,133
29624,China,165,133
29625,Hong_Kong,45,133
29626,India,295,133
29627,Iran,0,133
29628,Iraq,15,133
29629,Japan,15,133
29630,Korea_South,10,133
29631,Lebanon,30,133
29632,Pakistan,45,133
29633,Philippines,415,133
29634,Sri_Lanka,365,133
29635,Syria,0,133
29636,Taiwan,10,133
29637,Viet_Nam,35,133
29638,Other_places_of_birth_in_Asia,95,133
29639,Oceania_and_other_places_of_birth,10,133
29640,Total_Immigrant_Population,3260,131
29641,Americas,1005,131
29642,Brazil,0,131
29643,Colombia,0,131
29644,El_Salvador,0,131
29645,Guyana,235,131
29646,Haiti,10,131
29647,Jamaica,465,131
29648,Mexico,10,131
29649,Peru,0,131
29650,Trinidad_and_Tobago,115,131
29651,United_States,25,131
29652,Other_places_of_birth_in_Americas,160,131
29653,Europe,355,131
29654,Bosnia_and_Herzegovina,0,131
29655,Croatia,10,131
29656,France,0,131
29657,Germany,25,131
29658,Greece,20,131
29659,Hungary,0,131
29660,Ireland,0,131
29661,Italy,80,131
29662,Netherlands,0,131
29663,Poland,40,131
29664,Portugal,10,131
29665,Romania,20,131
29666,Russian_Federation,0,131
29667,Serbia,15,131
29668,Ukraine,0,131
29669,United_Kingdom,105,131
29670,Other_places_of_birth_in_Europe,40,131
29671,Africa,170,131
29672,Algeria,0,131
29673,Egypt,15,131
29674,Ethiopia,15,131
29675,Kenya,0,131
29676,Morocco,0,131
29677,Nigeria,20,131
29678,Somalia,15,131
29679,South_Africa_Republic_of,15,131
29680,Other_places_of_birth_in_Africa,90,131
29681,Asia,1720,131
29682,Afghanistan,105,131
29683,Bangladesh,75,131
29684,China,85,131
29685,Hong_Kong,80,131
29686,India,245,131
29687,Iran,35,131
29688,Iraq,0,131
29689,Japan,0,131
29690,Korea_South,10,131
29691,Lebanon,0,131
29692,Pakistan,190,131
29693,Philippines,460,131
29694,Sri_Lanka,275,131
29695,Syria,0,131
29696,Taiwan,15,131
29697,Viet_Nam,20,131
29698,Other_places_of_birth_in_Asia,120,131
29699,Oceania_and_other_places_of_birth,0,131
29700,Total_Immigrant_Population,3085,134
29701,Americas,910,134
29702,Brazil,10,134
29703,Colombia,10,134
29704,El_Salvador,0,134
29705,Guyana,385,134
29706,Haiti,10,134
29707,Jamaica,200,134
29708,Mexico,0,134
29709,Peru,0,134
29710,Trinidad_and_Tobago,95,134
29711,United_States,30,134
29712,Other_places_of_birth_in_Americas,170,134
29713,Europe,360,134
29714,Bosnia_and_Herzegovina,0,134
29715,Croatia,10,134
29716,France,0,134
29717,Germany,15,134
29718,Greece,25,134
29719,Hungary,0,134
29720,Ireland,20,134
29721,Italy,120,134
29722,Netherlands,0,134
29723,Poland,35,134
29724,Portugal,15,134
29725,Romania,0,134
29726,Russian_Federation,0,134
29727,Serbia,10,134
29728,Ukraine,0,134
29729,United_Kingdom,55,134
29730,Other_places_of_birth_in_Europe,60,134
29731,Africa,50,134
29732,Algeria,0,134
29733,Egypt,10,134
29734,Ethiopia,10,134
29735,Kenya,0,134
29736,Morocco,0,134
29737,Nigeria,0,134
29738,Somalia,0,134
29739,South_Africa_Republic_of,0,134
29740,Other_places_of_birth_in_Africa,25,134
29741,Asia,1760,134
29742,Afghanistan,35,134
29743,Bangladesh,85,134
29744,China,115,134
29745,Hong_Kong,85,134
29746,India,360,134
29747,Iran,0,134
29748,Iraq,0,134
29749,Japan,0,134
29750,Korea_South,45,134
29751,Lebanon,10,134
29752,Pakistan,105,134
29753,Philippines,200,134
29754,Sri_Lanka,590,134
29755,Syria,0,134
29756,Taiwan,0,134
29757,Viet_Nam,10,134
29758,Other_places_of_birth_in_Asia,105,134
29759,Oceania_and_other_places_of_birth,10,134
29760,Total_Immigrant_Population,3925,134
29761,Americas,985,134
29762,Brazil,10,134
29763,Colombia,0,134
29764,El_Salvador,15,134
29765,Guyana,330,134
29766,Haiti,0,134
29767,Jamaica,320,134
29768,Mexico,10,134
29769,Peru,10,134
29770,Trinidad_and_Tobago,145,134
29771,United_States,45,134
29772,Other_places_of_birth_in_Americas,105,134
29773,Europe,550,134
29774,Bosnia_and_Herzegovina,0,134
29775,Croatia,0,134
29776,France,0,134
29777,Germany,35,134
29778,Greece,60,134
29779,Hungary,30,134
29780,Ireland,0,134
29781,Italy,145,134
29782,Netherlands,0,134
29783,Poland,20,134
29784,Portugal,10,134
29785,Romania,20,134
29786,Russian_Federation,0,134
29787,Serbia,0,134
29788,Ukraine,0,134
29789,United_Kingdom,135,134
29790,Other_places_of_birth_in_Europe,95,134
29791,Africa,140,134
29792,Algeria,0,134
29793,Egypt,15,134
29794,Ethiopia,10,134
29795,Kenya,30,134
29796,Morocco,0,134
29797,Nigeria,20,134
29798,Somalia,0,134
29799,South_Africa_Republic_of,0,134
29800,Other_places_of_birth_in_Africa,65,134
29801,Asia,2240,134
29802,Afghanistan,0,134
29803,Bangladesh,80,134
29804,China,145,134
29805,Hong_Kong,120,134
29806,India,475,134
29807,Iran,20,134
29808,Iraq,15,134
29809,Japan,10,134
29810,Korea_South,30,134
29811,Lebanon,0,134
29812,Pakistan,180,134
29813,Philippines,390,134
29814,Sri_Lanka,575,134
29815,Syria,0,134
29816,Taiwan,10,134
29817,Viet_Nam,55,134
29818,Other_places_of_birth_in_Asia,140,134
29819,Oceania_and_other_places_of_birth,10,134
29820,Total_Immigrant_Population,2630,131
29821,Americas,1105,131
29822,Brazil,0,131
29823,Colombia,0,131
29824,El_Salvador,0,131
29825,Guyana,315,131
29826,Haiti,0,131
29827,Jamaica,395,131
29828,Mexico,10,131
29829,Peru,10,131
29830,Trinidad_and_Tobago,185,131
29831,United_States,0,131
29832,Other_places_of_birth_in_Americas,180,131
29833,Europe,170,131
29834,Bosnia_and_Herzegovina,0,131
29835,Croatia,0,131
29836,France,0,131
29837,Germany,35,131
29838,Greece,0,131
29839,Hungary,0,131
29840,Ireland,0,131
29841,Italy,0,131
29842,Netherlands,0,131
29843,Poland,15,131
29844,Portugal,15,131
29845,Romania,0,131
29846,Russian_Federation,0,131
29847,Serbia,0,131
29848,Ukraine,0,131
29849,United_Kingdom,60,131
29850,Other_places_of_birth_in_Europe,15,131
29851,Africa,75,131
29852,Algeria,0,131
29853,Egypt,10,131
29854,Ethiopia,10,131
29855,Kenya,10,131
29856,Morocco,0,131
29857,Nigeria,0,131
29858,Somalia,0,131
29859,South_Africa_Republic_of,25,131
29860,Other_places_of_birth_in_Africa,25,131
29861,Asia,1260,131
29862,Afghanistan,50,131
29863,Bangladesh,20,131
29864,China,25,131
29865,Hong_Kong,60,131
29866,India,230,131
29867,Iran,0,131
29868,Iraq,10,131
29869,Japan,0,131
29870,Korea_South,15,131
29871,Lebanon,0,131
29872,Pakistan,90,131
29873,Philippines,250,131
29874,Sri_Lanka,335,131
29875,Syria,80,131
29876,Taiwan,0,131
29877,Viet_Nam,30,131
29878,Other_places_of_birth_in_Asia,50,131
29879,Oceania_and_other_places_of_birth,25,131
29880,Total_Immigrant_Population,1485,135
29881,Americas,365,135
29882,Brazil,0,135
29883,Colombia,0,135
29884,El_Salvador,0,135
29885,Guyana,120,135
29886,Haiti,0,135
29887,Jamaica,110,135
29888,Mexico,15,135
29889,Peru,0,135
29890,Trinidad_and_Tobago,55,135
29891,United_States,10,135
29892,Other_places_of_birth_in_Americas,55,135
29893,Europe,280,135
29894,Bosnia_and_Herzegovina,0,135
29895,Croatia,0,135
29896,France,0,135
29897,Germany,30,135
29898,Greece,15,135
29899,Hungary,0,135
29900,Ireland,10,135
29901,Italy,50,135
29902,Netherlands,0,135
29903,Poland,20,135
29904,Portugal,0,135
29905,Romania,25,135
29906,Russian_Federation,0,135
29907,Serbia,10,135
29908,Ukraine,0,135
29909,United_Kingdom,85,135
29910,Other_places_of_birth_in_Europe,35,135
29911,Africa,40,135
29912,Algeria,0,135
29913,Egypt,0,135
29914,Ethiopia,0,135
29915,Kenya,0,135
29916,Morocco,0,135
29917,Nigeria,0,135
29918,Somalia,0,135
29919,South_Africa_Republic_of,0,135
29920,Other_places_of_birth_in_Africa,35,135
29921,Asia,790,135
29922,Afghanistan,10,135
29923,Bangladesh,20,135
29924,China,55,135
29925,Hong_Kong,20,135
29926,India,90,135
29927,Iran,0,135
29928,Iraq,0,135
29929,Japan,0,135
29930,Korea_South,10,135
29931,Lebanon,0,135
29932,Pakistan,35,135
29933,Philippines,390,135
29934,Sri_Lanka,100,135
29935,Syria,0,135
29936,Taiwan,10,135
29937,Viet_Nam,20,135
29938,Other_places_of_birth_in_Asia,30,135
29939,Oceania_and_other_places_of_birth,10,135
29940,Total_Immigrant_Population,2315,135
29941,Americas,515,135
29942,Brazil,0,135
29943,Colombia,0,135
29944,El_Salvador,0,135
29945,Guyana,140,135
29946,Haiti,15,135
29947,Jamaica,200,135
29948,Mexico,0,135
29949,Peru,0,135
29950,Trinidad_and_Tobago,20,135
29951,United_States,35,135
29952,Other_places_of_birth_in_Americas,105,135
29953,Europe,200,135
29954,Bosnia_and_Herzegovina,0,135
29955,Croatia,0,135
29956,France,0,135
29957,Germany,30,135
29958,Greece,0,135
29959,Hungary,0,135
29960,Ireland,15,135
29961,Italy,10,135
29962,Netherlands,15,135
29963,Poland,0,135
29964,Portugal,10,135
29965,Romania,20,135
29966,Russian_Federation,0,135
29967,Serbia,35,135
29968,Ukraine,0,135
29969,United_Kingdom,35,135
29970,Other_places_of_birth_in_Europe,35,135
29971,Africa,115,135
29972,Algeria,0,135
29973,Egypt,0,135
29974,Ethiopia,25,135
29975,Kenya,0,135
29976,Morocco,0,135
29977,Nigeria,50,135
29978,Somalia,0,135
29979,South_Africa_Republic_of,0,135
29980,Other_places_of_birth_in_Africa,40,135
29981,Asia,1480,135
29982,Afghanistan,15,135
29983,Bangladesh,50,135
29984,China,45,135
29985,Hong_Kong,30,135
29986,India,210,135
29987,Iran,0,135
29988,Iraq,0,135
29989,Japan,10,135
29990,Korea_South,25,135
29991,Lebanon,10,135
29992,Pakistan,35,135
29993,Philippines,470,135
29994,Sri_Lanka,520,135
29995,Syria,0,135
29996,Taiwan,10,135
29997,Viet_Nam,30,135
29998,Other_places_of_birth_in_Asia,30,135
29999,Oceania_and_other_places_of_birth,0,135
30000,Total_Immigrant_Population,2655,135
30001,Americas,710,135
30002,Brazil,10,135
30003,Colombia,0,135
30004,El_Salvador,0,135
30005,Guyana,150,135
30006,Haiti,20,135
30007,Jamaica,300,135
30008,Mexico,0,135
30009,Peru,0,135
30010,Trinidad_and_Tobago,95,135
30011,United_States,10,135
30012,Other_places_of_birth_in_Americas,120,135
30013,Europe,95,135
30014,Bosnia_and_Herzegovina,0,135
30015,Croatia,0,135
30016,France,0,135
30017,Germany,0,135
30018,Greece,0,135
30019,Hungary,20,135
30020,Ireland,0,135
30021,Italy,10,135
30022,Netherlands,0,135
30023,Poland,10,135
30024,Portugal,0,135
30025,Romania,0,135
30026,Russian_Federation,0,135
30027,Serbia,0,135
30028,Ukraine,0,135
30029,United_Kingdom,15,135
30030,Other_places_of_birth_in_Europe,20,135
30031,Africa,195,135
30032,Algeria,0,135
30033,Egypt,10,135
30034,Ethiopia,20,135
30035,Kenya,0,135
30036,Morocco,0,135
30037,Nigeria,40,135
30038,Somalia,10,135
30039,South_Africa_Republic_of,10,135
30040,Other_places_of_birth_in_Africa,110,135
30041,Asia,1660,135
30042,Afghanistan,50,135
30043,Bangladesh,145,135
30044,China,165,135
30045,Hong_Kong,65,135
30046,India,270,135
30047,Iran,15,135
30048,Iraq,0,135
30049,Japan,0,135
30050,Korea_South,10,135
30051,Lebanon,25,135
30052,Pakistan,200,135
30053,Philippines,215,135
30054,Sri_Lanka,395,135
30055,Syria,40,135
30056,Taiwan,10,135
30057,Viet_Nam,15,135
30058,Other_places_of_birth_in_Asia,55,135
30059,Oceania_and_other_places_of_birth,0,135
30060,Total_Immigrant_Population,4570,137
30061,Americas,450,137
30062,Brazil,10,137
30063,Colombia,25,137
30064,El_Salvador,0,137
30065,Guyana,140,137
30066,Haiti,10,137
30067,Jamaica,110,137
30068,Mexico,0,137
30069,Peru,0,137
30070,Trinidad_and_Tobago,80,137
30071,United_States,15,137
30072,Other_places_of_birth_in_Americas,65,137
30073,Europe,295,137
30074,Bosnia_and_Herzegovina,0,137
30075,Croatia,15,137
30076,France,15,137
30077,Germany,35,137
30078,Greece,20,137
30079,Hungary,10,137
30080,Ireland,0,137
30081,Italy,20,137
30082,Netherlands,0,137
30083,Poland,30,137
30084,Portugal,0,137
30085,Romania,10,137
30086,Russian_Federation,20,137
30087,Serbia,50,137
30088,Ukraine,0,137
30089,United_Kingdom,40,137
30090,Other_places_of_birth_in_Europe,20,137
30091,Africa,170,137
30092,Algeria,0,137
30093,Egypt,10,137
30094,Ethiopia,20,137
30095,Kenya,15,137
30096,Morocco,10,137
30097,Nigeria,10,137
30098,Somalia,10,137
30099,South_Africa_Republic_of,0,137
30100,Other_places_of_birth_in_Africa,105,137
30101,Asia,3650,137
30102,Afghanistan,165,137
30103,Bangladesh,80,137
30104,China,980,137
30105,Hong_Kong,465,137
30106,India,540,137
30107,Iran,30,137
30108,Iraq,25,137
30109,Japan,10,137
30110,Korea_South,65,137
30111,Lebanon,10,137
30112,Pakistan,240,137
30113,Philippines,375,137
30114,Sri_Lanka,350,137
30115,Syria,0,137
30116,Taiwan,70,137
30117,Viet_Nam,55,137
30118,Other_places_of_birth_in_Asia,185,137
30119,Oceania_and_other_places_of_birth,10,137
30120,Total_Immigrant_Population,3375,137
30121,Americas,325,137
30122,Brazil,0,137
30123,Colombia,10,137
30124,El_Salvador,0,137
30125,Guyana,90,137
30126,Haiti,0,137
30127,Jamaica,115,137
30128,Mexico,0,137
30129,Peru,0,137
30130,Trinidad_and_Tobago,50,137
30131,United_States,20,137
30132,Other_places_of_birth_in_Americas,40,137
30133,Europe,135,137
30134,Bosnia_and_Herzegovina,0,137
30135,Croatia,0,137
30136,France,0,137
30137,Germany,20,137
30138,Greece,20,137
30139,Hungary,10,137
30140,Ireland,0,137
30141,Italy,15,137
30142,Netherlands,0,137
30143,Poland,0,137
30144,Portugal,0,137
30145,Romania,0,137
30146,Russian_Federation,10,137
30147,Serbia,0,137
30148,Ukraine,15,137
30149,United_Kingdom,30,137
30150,Other_places_of_birth_in_Europe,0,137
30151,Africa,190,137
30152,Algeria,0,137
30153,Egypt,0,137
30154,Ethiopia,45,137
30155,Kenya,0,137
30156,Morocco,0,137
30157,Nigeria,55,137
30158,Somalia,10,137
30159,South_Africa_Republic_of,35,137
30160,Other_places_of_birth_in_Africa,45,137
30161,Asia,2720,137
30162,Afghanistan,105,137
30163,Bangladesh,105,137
30164,China,60,137
30165,Hong_Kong,25,137
30166,India,1025,137
30167,Iran,15,137
30168,Iraq,35,137
30169,Japan,0,137
30170,Korea_South,10,137
30171,Lebanon,25,137
30172,Pakistan,230,137
30173,Philippines,55,137
30174,Sri_Lanka,900,137
30175,Syria,0,137
30176,Taiwan,0,137
30177,Viet_Nam,25,137
30178,Other_places_of_birth_in_Asia,100,137
30179,Oceania_and_other_places_of_birth,0,137
30180,Total_Immigrant_Population,3040,135
30181,Americas,615,135
30182,Brazil,0,135
30183,Colombia,0,135
30184,El_Salvador,10,135
30185,Guyana,225,135
30186,Haiti,0,135
30187,Jamaica,150,135
30188,Mexico,50,135
30189,Peru,0,135
30190,Trinidad_and_Tobago,50,135
30191,United_States,30,135
30192,Other_places_of_birth_in_Americas,100,135
30193,Europe,380,135
30194,Bosnia_and_Herzegovina,0,135
30195,Croatia,0,135
30196,France,10,135
30197,Germany,20,135
30198,Greece,45,135
30199,Hungary,0,135
30200,Ireland,20,135
30201,Italy,45,135
30202,Netherlands,10,135
30203,Poland,45,135
30204,Portugal,10,135
30205,Romania,20,135
30206,Russian_Federation,10,135
30207,Serbia,0,135
30208,Ukraine,0,135
30209,United_Kingdom,110,135
30210,Other_places_of_birth_in_Europe,40,135
30211,Africa,160,135
30212,Algeria,10,135
30213,Egypt,0,135
30214,Ethiopia,15,135
30215,Kenya,15,135
30216,Morocco,0,135
30217,Nigeria,45,135
30218,Somalia,0,135
30219,South_Africa_Republic_of,25,135
30220,Other_places_of_birth_in_Africa,40,135
30221,Asia,1870,135
30222,Afghanistan,100,135
30223,Bangladesh,70,135
30224,China,100,135
30225,Hong_Kong,30,135
30226,India,305,135
30227,Iran,0,135
30228,Iraq,15,135
30229,Japan,15,135
30230,Korea_South,10,135
30231,Lebanon,10,135
30232,Pakistan,125,135
30233,Philippines,435,135
30234,Sri_Lanka,555,135
30235,Syria,0,135
30236,Taiwan,10,135
30237,Viet_Nam,10,135
30238,Other_places_of_birth_in_Asia,80,135
30239,Oceania_and_other_places_of_birth,20,135
30240,Total_Immigrant_Population,1565,137
30241,Americas,310,137
30242,Brazil,0,137
30243,Colombia,0,137
30244,El_Salvador,10,137
30245,Guyana,110,137
30246,Haiti,0,137
30247,Jamaica,80,137
30248,Mexico,0,137
30249,Peru,0,137
30250,Trinidad_and_Tobago,35,137
30251,United_States,10,137
30252,Other_places_of_birth_in_Americas,55,137
30253,Europe,175,137
30254,Bosnia_and_Herzegovina,0,137
30255,Croatia,0,137
30256,France,0,137
30257,Germany,25,137
30258,Greece,25,137
30259,Hungary,10,137
30260,Ireland,0,137
30261,Italy,10,137
30262,Netherlands,0,137
30263,Poland,0,137
30264,Portugal,10,137
30265,Romania,25,137
30266,Russian_Federation,0,137
30267,Serbia,0,137
30268,Ukraine,10,137
30269,United_Kingdom,45,137
30270,Other_places_of_birth_in_Europe,25,137
30271,Africa,95,137
30272,Algeria,0,137
30273,Egypt,45,137
30274,Ethiopia,15,137
30275,Kenya,0,137
30276,Morocco,0,137
30277,Nigeria,0,137
30278,Somalia,0,137
30279,South_Africa_Republic_of,15,137
30280,Other_places_of_birth_in_Africa,30,137
30281,Asia,985,137
30282,Afghanistan,30,137
30283,Bangladesh,20,137
30284,China,85,137
30285,Hong_Kong,15,137
30286,India,130,137
30287,Iran,15,137
30288,Iraq,0,137
30289,Japan,0,137
30290,Korea_South,15,137
30291,Lebanon,0,137
30292,Pakistan,45,137
30293,Philippines,360,137
30294,Sri_Lanka,200,137
30295,Syria,20,137
30296,Taiwan,0,137
30297,Viet_Nam,0,137
30298,Other_places_of_birth_in_Asia,30,137
30299,Oceania_and_other_places_of_birth,0,137
30300,Total_Immigrant_Population,3705,137
30301,Americas,570,137
30302,Brazil,0,137
30303,Colombia,0,137
30304,El_Salvador,10,137
30305,Guyana,250,137
30306,Haiti,0,137
30307,Jamaica,135,137
30308,Mexico,10,137
30309,Peru,0,137
30310,Trinidad_and_Tobago,65,137
30311,United_States,35,137
30312,Other_places_of_birth_in_Americas,70,137
30313,Europe,345,137
30314,Bosnia_and_Herzegovina,0,137
30315,Croatia,10,137
30316,France,0,137
30317,Germany,15,137
30318,Greece,50,137
30319,Hungary,20,137
30320,Ireland,0,137
30321,Italy,45,137
30322,Netherlands,0,137
30323,Poland,20,137
30324,Portugal,0,137
30325,Romania,15,137
30326,Russian_Federation,10,137
30327,Serbia,10,137
30328,Ukraine,10,137
30329,United_Kingdom,80,137
30330,Other_places_of_birth_in_Europe,60,137
30331,Africa,50,137
30332,Algeria,0,137
30333,Egypt,15,137
30334,Ethiopia,25,137
30335,Kenya,10,137
30336,Morocco,0,137
30337,Nigeria,0,137
30338,Somalia,0,137
30339,South_Africa_Republic_of,0,137
30340,Other_places_of_birth_in_Africa,0,137
30341,Asia,2700,137
30342,Afghanistan,25,137
30343,Bangladesh,100,137
30344,China,45,137
30345,Hong_Kong,0,137
30346,India,775,137
30347,Iran,10,137
30348,Iraq,60,137
30349,Japan,0,137
30350,Korea_South,0,137
30351,Lebanon,10,137
30352,Pakistan,240,137
30353,Philippines,505,137
30354,Sri_Lanka,740,137
30355,Syria,25,137
30356,Taiwan,10,137
30357,Viet_Nam,65,137
30358,Other_places_of_birth_in_Asia,85,137
30359,Oceania_and_other_places_of_birth,25,137
30360,Total_Immigrant_Population,3365,137
30361,Americas,560,137
30362,Brazil,0,137
30363,Colombia,0,137
30364,El_Salvador,0,137
30365,Guyana,210,137
30366,Haiti,25,137
30367,Jamaica,180,137
30368,Mexico,10,137
30369,Peru,0,137
30370,Trinidad_and_Tobago,70,137
30371,United_States,0,137
30372,Other_places_of_birth_in_Americas,50,137
30373,Europe,375,137
30374,Bosnia_and_Herzegovina,0,137
30375,Croatia,10,137
30376,France,10,137
30377,Germany,25,137
30378,Greece,60,137
30379,Hungary,0,137
30380,Ireland,0,137
30381,Italy,20,137
30382,Netherlands,0,137
30383,Poland,10,137
30384,Portugal,10,137
30385,Romania,25,137
30386,Russian_Federation,15,137
30387,Serbia,10,137
30388,Ukraine,0,137
30389,United_Kingdom,105,137
30390,Other_places_of_birth_in_Europe,65,137
30391,Africa,145,137
30392,Algeria,0,137
30393,Egypt,10,137
30394,Ethiopia,10,137
30395,Kenya,0,137
30396,Morocco,15,137
30397,Nigeria,0,137
30398,Somalia,35,137
30399,South_Africa_Republic_of,0,137
30400,Other_places_of_birth_in_Africa,70,137
30401,Asia,2280,137
30402,Afghanistan,55,137
30403,Bangladesh,75,137
30404,China,70,137
30405,Hong_Kong,25,137
30406,India,570,137
30407,Iran,0,137
30408,Iraq,10,137
30409,Japan,0,137
30410,Korea_South,20,137
30411,Lebanon,0,137
30412,Pakistan,115,137
30413,Philippines,700,137
30414,Sri_Lanka,500,137
30415,Syria,40,137
30416,Taiwan,10,137
30417,Viet_Nam,20,137
30418,Other_places_of_birth_in_Asia,75,137
30419,Oceania_and_other_places_of_birth,0,137
30420,Total_Immigrant_Population,2870,137
30421,Americas,275,137
30422,Brazil,0,137
30423,Colombia,10,137
30424,El_Salvador,10,137
30425,Guyana,95,137
30426,Haiti,0,137
30427,Jamaica,115,137
30428,Mexico,0,137
30429,Peru,0,137
30430,Trinidad_and_Tobago,0,137
30431,United_States,40,137
30432,Other_places_of_birth_in_Americas,15,137
30433,Europe,145,137
30434,Bosnia_and_Herzegovina,0,137
30435,Croatia,10,137
30436,France,0,137
30437,Germany,15,137
30438,Greece,45,137
30439,Hungary,0,137
30440,Ireland,10,137
30441,Italy,20,137
30442,Netherlands,0,137
30443,Poland,10,137
30444,Portugal,15,137
30445,Romania,0,137
30446,Russian_Federation,0,137
30447,Serbia,0,137
30448,Ukraine,0,137
30449,United_Kingdom,20,137
30450,Other_places_of_birth_in_Europe,0,137
30451,Africa,125,137
30452,Algeria,0,137
30453,Egypt,0,137
30454,Ethiopia,15,137
30455,Kenya,0,137
30456,Morocco,0,137
30457,Nigeria,40,137
30458,Somalia,30,137
30459,South_Africa_Republic_of,0,137
30460,Other_places_of_birth_in_Africa,40,137
30461,Asia,2320,137
30462,Afghanistan,185,137
30463,Bangladesh,35,137
30464,China,25,137
30465,Hong_Kong,25,137
30466,India,1450,137
30467,Iran,10,137
30468,Iraq,15,137
30469,Japan,0,137
30470,Korea_South,0,137
30471,Lebanon,0,137
30472,Pakistan,60,137
30473,Philippines,80,137
30474,Sri_Lanka,340,137
30475,Syria,0,137
30476,Taiwan,0,137
30477,Viet_Nam,0,137
30478,Other_places_of_birth_in_Asia,75,137
30479,Oceania_and_other_places_of_birth,0,137
30480,Total_Immigrant_Population,1775,137
30481,Americas,310,137
30482,Brazil,0,137
30483,Colombia,0,137
30484,El_Salvador,0,137
30485,Guyana,80,137
30486,Haiti,0,137
30487,Jamaica,20,137
30488,Mexico,0,137
30489,Peru,0,137
30490,Trinidad_and_Tobago,90,137
30491,United_States,15,137
30492,Other_places_of_birth_in_Americas,100,137
30493,Europe,310,137
30494,Bosnia_and_Herzegovina,0,137
30495,Croatia,0,137
30496,France,0,137
30497,Germany,20,137
30498,Greece,55,137
30499,Hungary,0,137
30500,Ireland,0,137
30501,Italy,70,137
30502,Netherlands,0,137
30503,Poland,15,137
30504,Portugal,10,137
30505,Romania,0,137
30506,Russian_Federation,0,137
30507,Serbia,0,137
30508,Ukraine,0,137
30509,United_Kingdom,85,137
30510,Other_places_of_birth_in_Europe,45,137
30511,Africa,35,137
30512,Algeria,0,137
30513,Egypt,0,137
30514,Ethiopia,10,137
30515,Kenya,0,137
30516,Morocco,0,137
30517,Nigeria,0,137
30518,Somalia,0,137
30519,South_Africa_Republic_of,0,137
30520,Other_places_of_birth_in_Africa,30,137
30521,Asia,1105,137
30522,Afghanistan,0,137
30523,Bangladesh,75,137
30524,China,120,137
30525,Hong_Kong,30,137
30526,India,140,137
30527,Iran,0,137
30528,Iraq,10,137
30529,Japan,10,137
30530,Korea_South,15,137
30531,Lebanon,0,137
30532,Pakistan,80,137
30533,Philippines,255,137
30534,Sri_Lanka,310,137
30535,Syria,0,137
30536,Taiwan,20,137
30537,Viet_Nam,0,137
30538,Other_places_of_birth_in_Asia,40,137
30539,Oceania_and_other_places_of_birth,10,137
30540,Total_Immigrant_Population,3870,127
30541,Americas,390,127
30542,Brazil,10,127
30543,Colombia,0,127
30544,El_Salvador,10,127
30545,Guyana,100,127
30546,Haiti,0,127
30547,Jamaica,90,127
30548,Mexico,0,127
30549,Peru,10,127
30550,Trinidad_and_Tobago,45,127
30551,United_States,30,127
30552,Other_places_of_birth_in_Americas,95,127
30553,Europe,250,127
30554,Bosnia_and_Herzegovina,0,127
30555,Croatia,0,127
30556,France,10,127
30557,Germany,15,127
30558,Greece,30,127
30559,Hungary,0,127
30560,Ireland,10,127
30561,Italy,20,127
30562,Netherlands,10,127
30563,Poland,10,127
30564,Portugal,10,127
30565,Romania,10,127
30566,Russian_Federation,15,127
30567,Serbia,0,127
30568,Ukraine,10,127
30569,United_Kingdom,45,127
30570,Other_places_of_birth_in_Europe,45,127
30571,Africa,140,127
30572,Algeria,0,127
30573,Egypt,25,127
30574,Ethiopia,10,127
30575,Kenya,15,127
30576,Morocco,0,127
30577,Nigeria,0,127
30578,Somalia,0,127
30579,South_Africa_Republic_of,0,127
30580,Other_places_of_birth_in_Africa,80,127
30581,Asia,3075,127
30582,Afghanistan,10,127
30583,Bangladesh,45,127
30584,China,1065,127
30585,Hong_Kong,495,127
30586,India,335,127
30587,Iran,50,127
30588,Iraq,0,127
30589,Japan,15,127
30590,Korea_South,60,127
30591,Lebanon,20,127
30592,Pakistan,50,127
30593,Philippines,345,127
30594,Sri_Lanka,285,127
30595,Syria,0,127
30596,Taiwan,55,127
30597,Viet_Nam,65,127
30598,Other_places_of_birth_in_Asia,170,127
30599,Oceania_and_other_places_of_birth,0,127
30600,Total_Immigrant_Population,2135,127
30601,Americas,265,127
30602,Brazil,0,127
30603,Colombia,0,127
30604,El_Salvador,0,127
30605,Guyana,115,127
